set_id,quiz_id,country_name,flag_image,question_text,option_a,option_b,option_c,option_d,correct_answer
Set_76,226,Switzerland,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_76_226_(switzerland).png"")",Which country does this flag belong to?,Switzerland,Tunisia,Cameroon,Mongolia,Switzerland
Set_76,227,Uganda,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_76_227_(uganda).png"")",Which country does this flag belong to?,United States,Uganda,Timor-Leste,Scotland,Uganda
Set_76,228,South Sudan,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_76_228_(south_sudan).png"")",Which country does this flag belong to?,Lithuania,South Sudan,Myanmar,Anguilla,South Sudan
Set_77,229,Thailand,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_77_229_(thailand).png"")",Which country does this flag belong to?,Costa Rica,Thailand,Latvia,Isle of Man,Thailand
Set_77,230,United Arab Emirates,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_77_230_(united_arab_emirates).png"")",Which country does this flag belong to?,United Arab Emirates,Nigeria,Saint Martin,Uzbekistan,United Arab Emirates
Set_77,231,Svalbard and Jan Mayen Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_77_231_(svalbard_and_jan_mayen_islands).png"")",Which country does this flag belong to?,Svalbard and Jan Mayen Islands,Scotland,Haiti,Indonesia,Svalbard and Jan Mayen Islands
Set_78,232,Tunisia,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_78_232_(tunisia).png"")",Which country does this flag belong to?,Cape Verde,Cayman Islands,Martinique,Tunisia,Tunisia
Set_78,233,US Minor Outlying Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_78_233_(us_minor_outlying_islands).png"")",Which country does this flag belong to?,Nigeria,Solomon Islands,Guinea,US Minor Outlying Islands,US Minor Outlying Islands
Set_78,234,Taiwan (Republic of China),"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_78_234_(taiwan).png"")",Which country does this flag belong to?,Western Sahara,Taiwan (Republic of China),Jersey,Saint Barthélemy,Taiwan (Republic of China)
Set_79,235,Ukraine,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_79_235_(ukraine).png"")",Which country does this flag belong to?,Western Sahara,Ukraine,Argentina,British Indian Ocean Territory,Ukraine
Set_79,236,Uzbekistan,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_79_236_(uzbekistan).png"")",Which country does this flag belong to?,Honduras,Uzbekistan,French Guiana,Belgium,Uzbekistan
Set_79,237,"Tanzania, United Republic of","=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_79_237_(tanzania_united).png"")",Which country does this flag belong to?,"Tanzania, United Republic of",Kenya,Tonga,Christmas Island,"Tanzania, United Republic of"
Set_80,238,United Kingdom,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_80_238_(united_kingdom).png"")",Which country does this flag belong to?,Barbados,Mayotte,United Kingdom,Taiwan (Republic of China),United Kingdom
Set_80,239,Vanuatu,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_80_239_(vanuatu).png"")",Which country does this flag belong to?,Vanuatu,Saint Barthélemy,Uganda,Monaco,Vanuatu
Set_80,240,Timor-Leste,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_80_240_(timor-leste).png"")",Which country does this flag belong to?,Afghanistan,Malaysia,Timor-Leste,Greece,Timor-Leste
Set_81,241,United States,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_81_241_(united_states).png"")",Which country does this flag belong to?,Saint Pierre and Miquelon,United States,Monaco,Heard Island and McDonald Islands,United States
Set_81,242,"Virgin Islands, British","=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_81_242_(virgin_islands_british).png"")",Which country does this flag belong to?,"Virgin Islands, British",Lebanon,French Southern Territories,Monaco,"Virgin Islands, British"
Set_81,243,Trinidad and Tobago,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_81_243_(trinidad_and_tobago).png"")",Which country does this flag belong to?,Ireland,Wallis and Futuna Islands,Trinidad and Tobago,Åland Islands,Trinidad and Tobago
Set_82,244,Uruguay,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_82_244_(uruguay).png"")",Which country does this flag belong to?,"Saint Helena, Ascension and Tristan da Cunha",Libya,Hungary,Uruguay,Uruguay
Set_82,245,Virgin Islands Us,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_82_245_(virgin_islands_us).png"")",Which country does this flag belong to?,Virgin Islands Us,Saudi Arabia,Senegal,Côte d'Ivoire,Virgin Islands Us
Set_82,246,Turks and Caicos Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_82_246_(turks_and_caicos_islands).png"")",Which country does this flag belong to?,Turks and Caicos Islands,Kyrgyzstan,Montserrat,Mozambique,Turks and Caicos Islands
Set_83,247,"Venezuela, Bolivarian Republic of","=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_83_247_(venezuela_bolivarian).png"")",Which country does this flag belong to?,Vanuatu,Taiwan (Republic of China),Western Sahara,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of"
Set_83,248,Wallis and Futuna Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_83_248_(wallis_and_futuna_islands).png"")",Which country does this flag belong to?,Wallis and Futuna Islands,Faroe Islands,Cocos Islands,Ethiopia,Wallis and Futuna Islands
Set_83,249,Wales,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_83_249_(wales).png"")",Which country does this flag belong to?,Thailand,Kyrgyzstan,Wales,"Virgin Islands, British",Wales
Set_84,250,Vietnam,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_84_250_(vietnam).png"")",Which country does this flag belong to?,South Georgia and the South Sandwich Islands,Vietnam,Greenland,Antigua and Barbuda,Vietnam
Set_84,251,Yemen,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_84_251_(yemen).png"")",Which country does this flag belong to?,Yemen,"Tanzania, United Republic of",Armenia,Uruguay,Yemen
Set_84,252,Western Sahara,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_84_252_(western_sahara).png"")",Which country does this flag belong to?,Ecuador,Western Sahara,Slovakia,Thailand,Western Sahara
Set_85,253,Zimbabwe,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_85_253_(zimbabwe).png"")",Which country does this flag belong to?,Angola,Pakistan,Zimbabwe,Malta,Zimbabwe
Set_85,254,Zambia,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_85_254_(zambia).png"")",Which country does this flag belong to?,Zambia,Uzbekistan,Ghana,Tuvalu,Zambia
Set_85,255,Åland Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_85_255_(åland_islands).png"")",Which country does this flag belong to?,Tunisia,Costa Rica,North Macedonia,Åland Islands,Åland Islands
