set_id,quiz_id,difficulty,country_name,flag_image,question_text,option_a,option_b,option_c,option_d,correct_answer,correct_option
Set_72,216,high,Sierra Leone,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_72_216_(sierra_leone).png"")",Which country does this flag belong to?,Comoros,Sierra Leone,Haiti,Chile,Sierra Leone,B
Set_73,217,beginner,Spain,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_73_217_(spain).png"")",Which country does this flag belong to?,Ecuador,Mauritius,Spain,Côte d'Ivoire,Spain,C
Set_73,218,intermediate,Tonga,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_73_218_(tonga).png"")",Which country does this flag belong to?,Sweden,Bouvet Island,Europe,Tonga,Tonga,D
Set_73,219,high,Sint Maarten,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_73_219_(sint_maarten).png"")",Which country does this flag belong to?,Sint Maarten,Fiji,Montserrat,Jersey,Sint Maarten,A
Set_74,220,beginner,Sri Lanka,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_74_220_(sri_lanka).png"")",Which country does this flag belong to?,Pitcairn,Georgia,French Polynesia,Sri Lanka,Sri Lanka,D
Set_74,221,intermediate,Turkmenistan,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_74_221_(turkmenistan).png"")",Which country does this flag belong to?,Turkmenistan,Mauritania,"Virgin Islands, British",Zimbabwe,Turkmenistan,A
Set_74,222,high,Solomon Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_74_222_(solomon_islands).png"")",Which country does this flag belong to?,Norfolk Island,Brazil,Chile,Solomon Islands,Solomon Islands,D
Set_75,223,beginner,Sweden,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_75_223_(sweden).png"")",Which country does this flag belong to?,Sweden,United States,Hong Kong,Tonga,Sweden,A
Set_75,224,intermediate,Tuvalu,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_75_224_(tuvalu).png"")",Which country does this flag belong to?,Qatar,Tuvalu,Austria,Holy See,Tuvalu,B
Set_75,225,high,South Georgia and the South Sandwich Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_75_225_(south_georgia_and_the_south_sandwich_islands).png"")",Which country does this flag belong to?,South Georgia and the South Sandwich Islands,Belarus,Bahrain,Svalbard and Jan Mayen Islands,South Georgia and the South Sandwich Islands,A
Set_76,226,beginner,Switzerland,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_76_226_(switzerland).png"")",Which country does this flag belong to?,Switzerland,Tunisia,Cameroon,Mongolia,Switzerland,A
Set_76,227,intermediate,Uganda,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_76_227_(uganda).png"")",Which country does this flag belong to?,United States,Uganda,Timor-Leste,Scotland,Uganda,B
Set_76,228,high,South Sudan,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_76_228_(south_sudan).png"")",Which country does this flag belong to?,Lithuania,South Sudan,Myanmar,Anguilla,South Sudan,B
Set_77,229,beginner,Thailand,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_77_229_(thailand).png"")",Which country does this flag belong to?,Costa Rica,Thailand,Latvia,Isle of Man,Thailand,B
Set_77,230,intermediate,United Arab Emirates,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_77_230_(united_arab_emirates).png"")",Which country does this flag belong to?,United Arab Emirates,Nigeria,Saint Martin,Uzbekistan,United Arab Emirates,A
Set_77,231,high,Svalbard and Jan Mayen Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_77_231_(svalbard_and_jan_mayen_islands).png"")",Which country does this flag belong to?,Svalbard and Jan Mayen Islands,Scotland,Haiti,Indonesia,Svalbard and Jan Mayen Islands,A
Set_78,232,beginner,Tunisia,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_78_232_(tunisia).png"")",Which country does this flag belong to?,Cape Verde,Cayman Islands,Martinique,Tunisia,Tunisia,D
Set_78,233,intermediate,US Minor Outlying Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_78_233_(us_minor_outlying_islands).png"")",Which country does this flag belong to?,Nigeria,Solomon Islands,Guinea,US Minor Outlying Islands,US Minor Outlying Islands,D
Set_78,234,high,Taiwan (Republic of China),"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_78_234_(taiwan).png"")",Which country does this flag belong to?,Western Sahara,Taiwan (Republic of China),Jersey,Saint Barthélemy,Taiwan (Republic of China),B
Set_79,235,beginner,Ukraine,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_79_235_(ukraine).png"")",Which country does this flag belong to?,Western Sahara,Ukraine,Argentina,British Indian Ocean Territory,Ukraine,B
Set_79,236,intermediate,Uzbekistan,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_79_236_(uzbekistan).png"")",Which country does this flag belong to?,Honduras,Uzbekistan,French Guiana,Belgium,Uzbekistan,B
Set_79,237,high,"Tanzania, United Republic of","=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_79_237_(tanzania_united).png"")",Which country does this flag belong to?,"Tanzania, United Republic of",Kenya,Tonga,Christmas Island,"Tanzania, United Republic of",A
Set_80,238,beginner,United Kingdom,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_80_238_(united_kingdom).png"")",Which country does this flag belong to?,Barbados,Mayotte,United Kingdom,Taiwan (Republic of China),United Kingdom,C
Set_80,239,intermediate,Vanuatu,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_80_239_(vanuatu).png"")",Which country does this flag belong to?,Vanuatu,Saint Barthélemy,Uganda,Monaco,Vanuatu,A
Set_80,240,high,Timor-Leste,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_80_240_(timor-leste).png"")",Which country does this flag belong to?,Afghanistan,Malaysia,Timor-Leste,Greece,Timor-Leste,C
Set_81,241,beginner,United States,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_81_241_(united_states).png"")",Which country does this flag belong to?,Saint Pierre and Miquelon,United States,Monaco,Heard Island and McDonald Islands,United States,B
Set_81,242,intermediate,"Virgin Islands, British","=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_81_242_(virgin_islands_british).png"")",Which country does this flag belong to?,"Virgin Islands, British",Lebanon,French Southern Territories,Monaco,"Virgin Islands, British",A
Set_81,243,high,Trinidad and Tobago,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_81_243_(trinidad_and_tobago).png"")",Which country does this flag belong to?,Ireland,Wallis and Futuna Islands,Trinidad and Tobago,Åland Islands,Trinidad and Tobago,C
Set_82,244,beginner,Uruguay,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_82_244_(uruguay).png"")",Which country does this flag belong to?,"Saint Helena, Ascension and Tristan da Cunha",Libya,Hungary,Uruguay,Uruguay,D
Set_82,245,intermediate,Virgin Islands Us,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_82_245_(virgin_islands_us).png"")",Which country does this flag belong to?,Virgin Islands Us,Saudi Arabia,Senegal,Côte d'Ivoire,Virgin Islands Us,A
Set_82,246,high,Turks and Caicos Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_82_246_(turks_and_caicos_islands).png"")",Which country does this flag belong to?,Turks and Caicos Islands,Kyrgyzstan,Montserrat,Mozambique,Turks and Caicos Islands,A
Set_83,247,beginner,"Venezuela, Bolivarian Republic of","=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_83_247_(venezuela_bolivarian).png"")",Which country does this flag belong to?,Vanuatu,Taiwan (Republic of China),Western Sahara,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of",D
Set_83,248,intermediate,Wallis and Futuna Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_83_248_(wallis_and_futuna_islands).png"")",Which country does this flag belong to?,Wallis and Futuna Islands,Faroe Islands,Cocos Islands,Ethiopia,Wallis and Futuna Islands,A
Set_83,249,high,Wales,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_83_249_(wales).png"")",Which country does this flag belong to?,Thailand,Kyrgyzstan,Wales,"Virgin Islands, British",Wales,C
Set_84,250,beginner,Vietnam,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_84_250_(vietnam).png"")",Which country does this flag belong to?,South Georgia and the South Sandwich Islands,Vietnam,Greenland,Antigua and Barbuda,Vietnam,B
Set_84,251,intermediate,Yemen,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_84_251_(yemen).png"")",Which country does this flag belong to?,Yemen,"Tanzania, United Republic of",Armenia,Uruguay,Yemen,A
Set_84,252,high,Western Sahara,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_84_252_(western_sahara).png"")",Which country does this flag belong to?,Ecuador,Western Sahara,Slovakia,Thailand,Western Sahara,B
Set_85,253,beginner,Zimbabwe,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_85_253_(zimbabwe).png"")",Which country does this flag belong to?,Angola,Pakistan,Zimbabwe,Malta,Zimbabwe,C
Set_85,254,intermediate,Zambia,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_85_254_(zambia).png"")",Which country does this flag belong to?,Zambia,Uzbekistan,Ghana,Tuvalu,Zambia,A
Set_85,255,high,Åland Islands,"=IMAGE(""https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/Set_85_255_(åland_islands).png"")",Which country does this flag belong to?,Tunisia,Costa Rica,North Macedonia,Åland Islands,Åland Islands,D
