set_id,quiz_id,difficulty,difficulty_number,country_filename,country_name,flag_image_path,image_url,question_text,option_a,option_b,option_c,option_d,correct_answer,correct_option
Set_69,206,intermediate,intermediate69,syrian_arab_republic,Syrian Arab Republic,inter69_syrian_arab_republic.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter69_syrian_arab_republic.png,Which country does this flag belong to?,Qatar,Syrian Arab Republic,Guam,Gambia,Syrian Arab Republic,B
Set_69,207,high,high69,saint_vincent_and_the_grenadines,Saint Vincent and the Grenadines,high69_saint_vincent_and_the_grenadines.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high69_saint_vincent_and_the_grenadines.png,Which country does this flag belong to?,Saint Vincent and the Grenadines,Syrian Arab Republic,Antigua and Barbuda,Eritrea,Saint Vincent and the Grenadines,A
Set_70,208,beginner,beginner70,slovakia,Slovakia,begin70_slovakia.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin70_slovakia.png,Which country does this flag belong to?,Trinidad and Tobago,Benin,Slovakia,Faroe Islands,Slovakia,C
Set_70,209,intermediate,intermediate70,tajikistan,Tajikistan,inter70_tajikistan.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter70_tajikistan.png,Which country does this flag belong to?,Tajikistan,Saint Pierre and Miquelon,Czech Republic,"Saint Helena, Ascension and Tristan da Cunha",Tajikistan,A
Set_70,210,high,high70,sao_tome_and_principe,Sao Tome and Principe,high70_sao_tome_and_principe.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high70_sao_tome_and_principe.png,Which country does this flag belong to?,Sao Tome and Principe,Seychelles,Bulgaria,Jordan,Sao Tome and Principe,A
Set_71,211,beginner,beginner71,slovenia,Slovenia,begin71_slovenia.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin71_slovenia.png,Which country does this flag belong to?,Spain,Saint Barthélemy,Malta,Slovenia,Slovenia,D
Set_71,212,intermediate,intermediate71,togo,Togo,inter71_togo.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter71_togo.png,Which country does this flag belong to?,Togo,Mali,Oman,Malta,Togo,A
Set_71,213,high,high71,scotland,Scotland,high71_scotland.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high71_scotland.png,Which country does this flag belong to?,Taiwan (Republic of China),Uruguay,Scotland,Sierra Leone,Scotland,C
Set_72,214,beginner,beginner72,south_africa,South Africa,begin72_south_africa.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin72_south_africa.png,Which country does this flag belong to?,Sweden,South Africa,Spain,Togo,South Africa,B
Set_72,215,intermediate,intermediate72,tokelau,Tokelau,inter72_tokelau.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter72_tokelau.png,Which country does this flag belong to?,Tokelau,Togo,Belarus,Antarctica,Tokelau,A
Set_72,216,high,high72,sierra_leone,Sierra Leone,high72_sierra_leone.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high72_sierra_leone.png,Which country does this flag belong to?,Comoros,Sierra Leone,Haiti,Chile,Sierra Leone,B
Set_73,217,beginner,beginner73,spain,Spain,begin73_spain.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin73_spain.png,Which country does this flag belong to?,Ecuador,Mauritius,Spain,Côte d'Ivoire,Spain,C
Set_73,218,intermediate,intermediate73,tonga,Tonga,inter73_tonga.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter73_tonga.png,Which country does this flag belong to?,Sweden,Bouvet Island,Europe,Tonga,Tonga,D
Set_73,219,high,high73,sint_maarten,Sint Maarten,high73_sint_maarten.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high73_sint_maarten.png,Which country does this flag belong to?,Sint Maarten,Fiji,Montserrat,Jersey,Sint Maarten,A
Set_74,220,beginner,beginner74,sri_lanka,Sri Lanka,begin74_sri_lanka.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin74_sri_lanka.png,Which country does this flag belong to?,Pitcairn,Georgia,French Polynesia,Sri Lanka,Sri Lanka,D
Set_74,221,intermediate,intermediate74,turkmenistan,Turkmenistan,inter74_turkmenistan.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter74_turkmenistan.png,Which country does this flag belong to?,Turkmenistan,Mauritania,"Virgin Islands, British",Zimbabwe,Turkmenistan,A
Set_74,222,high,high74,solomon_islands,Solomon Islands,high74_solomon_islands.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high74_solomon_islands.png,Which country does this flag belong to?,Norfolk Island,Brazil,Chile,Solomon Islands,Solomon Islands,D
Set_75,223,beginner,beginner75,sweden,Sweden,begin75_sweden.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin75_sweden.png,Which country does this flag belong to?,Sweden,United States,Hong Kong,Tonga,Sweden,A
Set_75,224,intermediate,intermediate75,tuvalu,Tuvalu,inter75_tuvalu.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter75_tuvalu.png,Which country does this flag belong to?,Qatar,Tuvalu,Austria,Holy See,Tuvalu,B
Set_75,225,high,high75,south_georgia_and_the_south_sandwich_islands,South Georgia and the South Sandwich Islands,high75_south_georgia_and_the_south_sandwich_islands.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high75_south_georgia_and_the_south_sandwich_islands.png,Which country does this flag belong to?,South Georgia and the South Sandwich Islands,Belarus,Bahrain,Svalbard and Jan Mayen Islands,South Georgia and the South Sandwich Islands,A
Set_76,226,beginner,beginner76,switzerland,Switzerland,begin76_switzerland.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin76_switzerland.png,Which country does this flag belong to?,Switzerland,Tunisia,Cameroon,Mongolia,Switzerland,A
Set_76,227,intermediate,intermediate76,uganda,Uganda,inter76_uganda.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter76_uganda.png,Which country does this flag belong to?,United States,Uganda,Timor-Leste,Scotland,Uganda,B
Set_76,228,high,high76,south_sudan,South Sudan,high76_south_sudan.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high76_south_sudan.png,Which country does this flag belong to?,Lithuania,South Sudan,Myanmar,Anguilla,South Sudan,B
Set_77,229,beginner,beginner77,thailand,Thailand,begin77_thailand.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin77_thailand.png,Which country does this flag belong to?,Costa Rica,Thailand,Latvia,Isle of Man,Thailand,B
Set_77,230,intermediate,intermediate77,united_arab_emirates,United Arab Emirates,inter77_united_arab_emirates.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter77_united_arab_emirates.png,Which country does this flag belong to?,United Arab Emirates,Nigeria,Saint Martin,Uzbekistan,United Arab Emirates,A
Set_77,231,high,high77,svalbard_and_jan_mayen_islands,Svalbard and Jan Mayen Islands,high77_svalbard_and_jan_mayen_islands.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high77_svalbard_and_jan_mayen_islands.png,Which country does this flag belong to?,Svalbard and Jan Mayen Islands,Scotland,Haiti,Indonesia,Svalbard and Jan Mayen Islands,A
Set_78,232,beginner,beginner78,tunisia,Tunisia,begin78_tunisia.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin78_tunisia.png,Which country does this flag belong to?,Cape Verde,Cayman Islands,Martinique,Tunisia,Tunisia,D
Set_78,233,intermediate,intermediate78,us_minor_outlying_islands,US Minor Outlying Islands,inter78_us_minor_outlying_islands.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter78_us_minor_outlying_islands.png,Which country does this flag belong to?,Nigeria,Solomon Islands,Guinea,US Minor Outlying Islands,US Minor Outlying Islands,D
Set_78,234,high,high78,taiwan,Taiwan (Republic of China),high78_taiwan.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high78_taiwan.png,Which country does this flag belong to?,Western Sahara,Taiwan (Republic of China),Jersey,Saint Barthélemy,Taiwan (Republic of China),B
Set_79,235,beginner,beginner79,ukraine,Ukraine,begin79_ukraine.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin79_ukraine.png,Which country does this flag belong to?,Western Sahara,Ukraine,Argentina,British Indian Ocean Territory,Ukraine,B
Set_79,236,intermediate,intermediate79,uzbekistan,Uzbekistan,inter79_uzbekistan.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter79_uzbekistan.png,Which country does this flag belong to?,Honduras,Uzbekistan,French Guiana,Belgium,Uzbekistan,B
Set_79,237,high,high79,tanzania_united,"Tanzania, United Republic of",high79_tanzania_united.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high79_tanzania_united.png,Which country does this flag belong to?,"Tanzania, United Republic of",Kenya,Tonga,Christmas Island,"Tanzania, United Republic of",A
Set_80,238,beginner,beginner80,united_kingdom,United Kingdom,begin80_united_kingdom.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin80_united_kingdom.png,Which country does this flag belong to?,Barbados,Mayotte,United Kingdom,Taiwan (Republic of China),United Kingdom,C
Set_80,239,intermediate,intermediate80,vanuatu,Vanuatu,inter80_vanuatu.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter80_vanuatu.png,Which country does this flag belong to?,Vanuatu,Saint Barthélemy,Uganda,Monaco,Vanuatu,A
Set_80,240,high,high80,timor-leste,Timor-Leste,high80_timor-leste.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high80_timor-leste.png,Which country does this flag belong to?,Afghanistan,Malaysia,Timor-Leste,Greece,Timor-Leste,C
Set_81,241,beginner,beginner81,united_states,United States,begin81_united_states.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin81_united_states.png,Which country does this flag belong to?,Saint Pierre and Miquelon,United States,Monaco,Heard Island and McDonald Islands,United States,B
Set_81,242,intermediate,intermediate81,virgin_islands_british,"Virgin Islands, British",inter81_virgin_islands_british.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter81_virgin_islands_british.png,Which country does this flag belong to?,"Virgin Islands, British",Lebanon,French Southern Territories,Monaco,"Virgin Islands, British",A
Set_81,243,high,high81,trinidad_and_tobago,Trinidad and Tobago,high81_trinidad_and_tobago.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high81_trinidad_and_tobago.png,Which country does this flag belong to?,Ireland,Wallis and Futuna Islands,Trinidad and Tobago,Åland Islands,Trinidad and Tobago,C
Set_82,244,beginner,beginner82,uruguay,Uruguay,begin82_uruguay.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin82_uruguay.png,Which country does this flag belong to?,"Saint Helena, Ascension and Tristan da Cunha",Libya,Hungary,Uruguay,Uruguay,D
Set_82,245,intermediate,intermediate82,virgin_islands_us,Virgin Islands Us,inter82_virgin_islands_us.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter82_virgin_islands_us.png,Which country does this flag belong to?,Virgin Islands Us,Saudi Arabia,Senegal,Côte d'Ivoire,Virgin Islands Us,A
Set_82,246,high,high82,turks_and_caicos_islands,Turks and Caicos Islands,high82_turks_and_caicos_islands.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high82_turks_and_caicos_islands.png,Which country does this flag belong to?,Turks and Caicos Islands,Kyrgyzstan,Montserrat,Mozambique,Turks and Caicos Islands,A
Set_83,247,beginner,beginner83,venezuela_bolivarian,"Venezuela, Bolivarian Republic of",begin83_venezuela_bolivarian.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin83_venezuela_bolivarian.png,Which country does this flag belong to?,Vanuatu,Taiwan (Republic of China),Western Sahara,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of",D
Set_83,248,intermediate,intermediate83,wallis_and_futuna_islands,Wallis and Futuna Islands,inter83_wallis_and_futuna_islands.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter83_wallis_and_futuna_islands.png,Which country does this flag belong to?,Wallis and Futuna Islands,Faroe Islands,Cocos Islands,Ethiopia,Wallis and Futuna Islands,A
Set_83,249,high,high83,wales,Wales,high83_wales.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high83_wales.png,Which country does this flag belong to?,Thailand,Kyrgyzstan,Wales,"Virgin Islands, British",Wales,C
Set_84,250,beginner,beginner84,vietnam,Vietnam,begin84_vietnam.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin84_vietnam.png,Which country does this flag belong to?,South Georgia and the South Sandwich Islands,Vietnam,Greenland,Antigua and Barbuda,Vietnam,B
Set_84,251,intermediate,intermediate84,yemen,Yemen,inter84_yemen.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter84_yemen.png,Which country does this flag belong to?,Yemen,"Tanzania, United Republic of",Armenia,Uruguay,Yemen,A
Set_84,252,high,high84,western_sahara,Western Sahara,high84_western_sahara.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high84_western_sahara.png,Which country does this flag belong to?,Ecuador,Western Sahara,Slovakia,Thailand,Western Sahara,B
Set_85,253,beginner,beginner85,zimbabwe,Zimbabwe,begin85_zimbabwe.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/begin85_zimbabwe.png,Which country does this flag belong to?,Angola,Pakistan,Zimbabwe,Malta,Zimbabwe,C
Set_85,254,intermediate,intermediate85,zambia,Zambia,inter85_zambia.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/inter85_zambia.png,Which country does this flag belong to?,Zambia,Uzbekistan,Ghana,Tuvalu,Zambia,A
Set_85,255,high,high85,åland_islands,Åland Islands,high85_åland_islands.png,https://davidlikescat.github.io/003_CC_Flags/canva_upload_ready/flag_images/png/high85_åland_islands.png,Which country does this flag belong to?,Tunisia,Costa Rica,North Macedonia,Åland Islands,Åland Islands,D
